,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
85,Publicação distorce fala de candidato à Presidência para sugerir que ele pretende promover fraude eleitoral,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/publicacao-distorce-fala-de-candidato-a-presidencia-para-sugerir-que-ele-pretende-promover-fraude-eleitoral
86,É falso que presidente do TSE disse que eleitores de determinado candidato à Presidência não precisam votar no 2º turno,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-presidente-do-tse-disse-que-eleitores-de-lula-nao-precisam-votar-no-2o-turno
87,É mentira que igreja católica em Quatro Marcos (MT) tenha sido fechada pela Justiça Eleitoral,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-igreja-catolica-em-quatro-marcos-mt-tenha-sido-fechada-pela-justica-eleitoral
88,"Smartmatic não fabrica urnas eletrônicas, nem controla eleições no Brasil",10/11/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/smartmatic-nao-fabrica-urnas-eletronicas-nem-controla-eleicoes-no-brasil
89,É mentira que eleitor deve votar em determinado candidato à Presidência para validar prova de vida junto ao INSS,10/11/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-eleitor-deve-votar-em-determinado-candidato-a-presidencia-para-validar-prova-de-vida-junto-ao-inss
90,Boletins de urna mostrados em vídeo não são de MG nem provam fraude,10/13/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/boletins-de-urna-mostrados-em-video-nao-sao-de-mg-nem-provam-fraude
91,Erros humanos causaram confusões que geraram boatos no 1º turno de 2022,10/14/2022,,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/erros-humanos-causaram-confusoes-que-geraram-boatos-no-1o-turno-de-2022
92,É boato que hackers russos avisaram o Exército brasileiro sobre fraude no primeiro turno,10/15/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-boato-que-hackers-russos-avisaram-o-exercito-brasileiro-sobre-fraude-no-primeiro-turno
93,Eleitora não está quite com a Justiça Eleitoral porque deixou de votar no primeiro turno das Eleições 2016,10/17/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleitora-nao-esta-quite-com-a-justica-eleitoral-porque-deixou-de-votar-no-primeiro-turno-das-eleicoes-2016
94,É falsa imagem de comunicado da Justiça Eleitoral sobre prova de vida do INSS,10/18/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falsa-imagem-de-comunicado-da-justica-eleitoral-sobre-prova-de-vida-do-inss
95,TSE não proibiu campanha sobre Dia do Médico,10/18/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tse-nao-proibiu-campanha-sobre-dia-do-medico
96,"Vídeo de apresentadora do Mato Grosso traz informações equivocadas sobre votos nulos, brancos e urnas eletrônicas",10/18/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-de-apresentadora-do-mato-grosso-traz-informacoes-equivocadas-sobre-votos-nulos-brancos-e-urnas-eletronicas
97,Áudio viral mente sobre suposto controle de votos por parte de grupo secreto pertencente a partido político,10/18/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/audio-viral-mente-sobre-suposto-controle-de-votos-por-parte-de-grupo-secreto-pertencente-a-partido-politico
98,Vídeo mente sobre invasão de hackers russos a sistema do TSE e paralisação no recebimento de votos de candidato à Presidência,10/19/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-mente-sobre-invasao-de-hackers-russos-a-sistema-do-tse-e-paralisacao-no-recebimento-de-votos-de-candidato-a-presidencia
99,Urnas de contingência filmadas em Vale do Anari (RO) não tinham votos de eleitores e foram recolhidas no dia seguinte ao da eleição,10/19/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/urnas-filmadas-em-vale-do-anari-ro-eram-de-contingencia-e-foram-recolhidas-no-dia-seguinte-ao-da-eleicao
100,"Comprovante de votação do segundo turno foi entregue por engano a eleitor de Belém (PA), que não votou duas vezes",10/19/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/comprovante-de-votacao-do-segundo-turno-foi-entregue-por-engano-a-eleitor-do-para
101,É mentira que homem em gravação da rádio Jovem Pan trabalhe para a Justiça Eleitoral,10/19/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-homem-em-gravacao-da-radio-jovem-pan-trabalhe-para-a-justica-eleitoral
102,André Valadão não foi intimado para se retratar perante o TSE; vídeo divulgado pelo cantor é desinformação,10/20/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-gravado-por-andre-valadao-e-desinformacao-cantor-nao-foi-intimado-para-se-retratar-perante-o-tse
103,Adesivo colado em vitrine de loja de Chapecó (SC) teve que ser retirado por se tratar de propaganda eleitoral irregular,10/21/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/adesivo-colado-em-vitrine-de-loja-de-chapeco-sc-teve-que-ser-retirado-por-se-tratar-de-propaganda-eleitoral-irregular
104,Eleitora de Bauru (SP) distorceu informações sobre biometria e confundiu número de candidato para cargo de deputado,10/21/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleitora-de-bauru-sp-distorceu-informacoes-sobre-biometria-e-confundiu-numero-de-candidatura-para-cargo-de-deputado
105,TSE não censurou emissora de rádio Jovem Pan,10/23/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tse-nao-censurou-emissora-de-radio-jovem-pan
106,É falso que carros com adesivo de candidato à Presidência e credenciais de acesso livre sejam do TRE-RJ,10/24/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-carros-com-adesivo-de-candidato-a-presidencia-e-credenciais-de-acesso-livre-sejam-do-tre-rj
107,Vídeo dissemina inverdades sobre votos nulos em SP e RJ e possibilidade de mesário votar pelo eleitor,10/24/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-dissemina-inverdades-sobre-votos-nulos-em-sp-e-rj-e-possibilidade-de-mesario-votar-pelo-eleitor
108,Ausência às urnas em certidão de quitação eleitoral de eleitor do Tocantins refere-se às Eleições de 2018,10/25/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/ausencia-as-urnas-em-quitacao-eleitoral-de-eleitor-do-tocantins-refere-se-as-eleicoes-de-2018
109,Auditorias externas atestam confiabilidade de sistema eleitoral no 1º turno,10/25/2022,,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/auditorias-externas-atestam-confiabilidade-de-sistema-eleitoral-no-1o-turno
110,Não houve fraude em votação para presidente em seção eleitoral de Belém (PA),10/26/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-houve-fraude-em-votacao-para-presidente-em-secao-eleitoral-de-belem-pa
111,"TSE não faz distribuição de propaganda de candidatos, nem é responsável pela fiscalização de inserções",10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tse-nao-faz-distribuicao-de-propaganda-de-candidatos-nem-e-responsavel-pela-fiscalizacao-de-insercoes
112,É falso que houve fraude no primeiro turno porque não havia tempo suficiente para votação,10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-houve-fraude-no-primeiro-turno-porque-nao-havia-tempo-suficiente-para-votacao
113,Mulher que aparece com adereço vermelho e faz símbolo de candidato não pertence ao quadro de servidores da Justiça Eleitoral,10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/mulher-que-aparece-com-adereco-vermelho-e-faz-simbolo-de-candidato-nao-pertence-ao-quadro-de-servidores-da-justica-eleitoral
114,É falso que candidato à Presidência perdeu votos na totalização após aplicativo do TSE travar,10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-candidato-a-presidencia-perdeu-votos-na-totalizacao-apos-aplicativo-do-tse-travar
115,Segundo turno acontece no dia 30 de outubro; resultado publicado por jornal era uma simulação,10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/segundo-turno-acontece-no-dia-30-de-outubro-resultado-publicado-por-jornal-era-uma-simulacao
116,Ex-deputado federal propaga mentiras sobre tempo de votação e inquérito da PF sobre urnas eletrônicas,10/27/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/ex-deputado-federal-propaga-mentiras-sobre-tempo-de-votacao-e-inquerito-da-pf-sobre-urnas-eletronicas
117,Título de idosa que não tinha nome em seção eleitoral de Vila Velha (ES) está suspenso ou cancelado,10/28/2022,,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/titulo-de-idosa-que-nao-tinha-nome-em-secao-eleitoral-de-vila-velha-es-esta-suspenso-ou-cancelado
118,Bandeira teve que ser retirada de jardim porque era propaganda irregular,10/28/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/bandeira-teve-que-ser-retirada-de-jardim-porque-era-propaganda-irregular
119,TRE-MG esclarece que é falsa a acusação de que o tribunal recolheu material de propaganda sem embasamento legal,10/29/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tre-mg-esclarece-que-e-falsa-a-acusacao-de-que-o-tribunal-recolheu-material-de-propaganda-sem-embasamento-legal
120,TRE-RJ esclarece que é falsa informação que mesária teria orientado eleitora a entrar na cabine de votação com celular,10/30/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tre-rj-esclarece-que-e-falsa-informacao-que-mesaria-teria-orientado-eleitora-a-entrar-na-cabine-de-votacao-com-celular
121,Cônsul-honorária de Brisbane não fazia propaganda de partido durante eleição em Sydney,10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/consul-honoraria-de-brisbane-nao-fazia-propaganda-de-partido-durante-eleicao-em-sydney
122,Não é verdade que eleitores indígenas da região do Xingu em MT não puderam votar por falta de transporte,10/30/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-e-verdade-que-eleitores-indigenas-da-regiao-do-xingu-em-mt-nao-puderam-votar-por-falta-de-transporte
123,É falsa alegação de que urna eletrônica de Vargeão (SC) exibia fotografia de outra candidatura ao cargo de presidente,10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falsa-alegacao-de-que-urna-eletronica-de-vargeao-sc-exibia-fotografia-de-outra-candidatura-ao-cargo-de-presidente
124,Não foi registrado nenhum problema em urna eletrônica de seção eleitoral de São José (SC),10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-foi-registrado-nenhum-problema-em-urna-eletronica-de-secao-eleitoral-de-sao-jose-sc
125,Afirmação de eleitor de Pacajá (PA) sobre resultados que não estariam batendo com número de votos é falsa,10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/afirmacao-de-eleitor-de-pacaja-pa-sobre-resultados-que-nao-estariam-batendo-com-numero-de-votos-e-falsa
126,Blitz da PRF na entrada de Cuité (PB) não impediu votação de eleitores,10/30/2022,Falsa,Lula,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/blitz-da-prf-na-entrada-de-cuite-pb-nao-impediu-votacao-de-eleitores
127,É falso que houve cobrança de passagem de ônibus no domingo (30) em Recife (PE),10/30/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-houve-cobranca-de-passagem-de-onibus-neste-domingo-30-em-recife-pe
128,É mentira que urna eletrônica de seção de Taguatinga (DF) não exibiu fotografia para cargo de presidente,10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-urna-eletronica-de-secao-de-taguatinga-df-nao-exibiu-fotografia-para-cargo-de-presidente
129,Vídeo de homens submetidos a revista policial em rodovia não foi gravado no segundo turno das Eleições Gerais de 2022,10/30/2022,Falsa,Lula,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-de-homens-submetidos-a-revista-policial-em-rodovia-nao-foi-gravado-no-segundo-turno-das-eleicoes-gerais-de-2022
130,Eleitor não votou duas vezes; vídeo feito por mesária de Rio Branco (AC) é desinformação,10/30/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleitor-nao-votou-duas-vezes-video-feito-por-mesaria-e-desinformacao
131,Eleitores não foram impedidos de votar no Amazonas nas Eleições Gerais de 2022,10/30/2022,Falsa,Lula,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleitores-nao-foram-impedidos-de-votar-no-amazonas-nas-eleicoes-gerais-de-2022
132,TSE não divulgou que votos do Nordeste seriam os últimos a serem apurados,10/31/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tse-nao-divulgou-que-votos-do-nordeste-seriam-os-ultimos-a-serem-apurados
133,Seção eleitoral de Confresa (MT) registrou todos os votos para um candidato,11/2/2022,Verdadeira,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/secao-eleitoral-em-mato-grosso-registrou-todos-os-votos-para-um-candidato
134,Mesária manipulou vídeo para dar a entender que seria possível votar por eleitor faltoso,11/3/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/mesaria-manipulou-video-para-dar-a-entender-que-seria-possivel-votar-por-eleitor-faltoso
135,É falso que candidato tenha vencido 2º turno por ter ganhado na maioria das regiões do país,11/3/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-candidato-tenha-vencido-segundo-turno-por-ter-ganhado-na-maioria-das-regioes-do-pais
136,Print mostrado em vídeo não comprova que homem falecido votou nas Eleições Gerais de 2022,11/4/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/print-mostrado-em-video-nao-comprova-que-homem-falecido-votou-nas-eleicoes-gerais-de-2022
137,"É falso que candidato à Presidência teve 5,1 milhões de votos roubados",11/4/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-candidato-a-presidencia-teve-5-1-milhoes-de-votos-roubados
138,Similaridade de votos em seções eleitorais de Sorocaba (SP) não é indicativo de fraude,11/4/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/similaridade-de-votos-em-secoes-eleitorais-de-sorocaba-sp-nao-e-indicativo-de-fraude
139,É falso o documento em que Ministério da Defesa cobra justificativa sobre suposta violação das urnas,11/4/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-documento-em-que-ministerio-da-defesa-cobra-justificativa-sobre-suposta-violacao-das-urnas
140,Eleitores enganam ao dizer que votos de seções no exterior que não aparecem no app Resultados não foram contabilizados,11/7/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleitores-enganam-ao-dizer-que-votos-de-secoes-no-exterior-que-nao-aparecem-no-app-resultados-nao-foram-contabilizados
141,Tweet erra ao afirmar que seção eleitoral do Pará não teve nenhum voto para candidato à Presidência,11/7/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tweet-erra-ao-afirmar-que-secao-eleitoral-do-para-nao-teve-nenhum-voto-para-candidato-a-presidencia
142,É mentira que candidato à Presidência não recebeu votos na seção 103 de Itacoatiara (AM),11/7/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-candidato-a-presidencia-nao-recebeu-votos-na-secao-103-de-itacoatiara-am
143,Eleições presidenciais não foram invalidadas por fraudes em 234 seções eleitorais,11/7/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/eleicoes-presidenciais-nao-foram-invalidadas-por-fraudes-em-234-secoes-eleitorais
144,TSE não alterou informações sobre resultado das eleições após divulgação de relatório com denúncias falsas,11/7/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/tse-nao-alterou-informacoes-sobre-resultado-das-eleicoes-apos-divulgacao-de-relatorio-com-denuncias-falsas
145,Predominância de votos para um dos candidatos não é indício de fraude eleitoral,11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/predominancia-de-votos-para-um-dos-candidatos-nao-e-indicio-de-fraude-eleitoral
146,Seções eleitorais desaparecem? Entenda o agrupamento dos locais de votação,11/9/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/secoes-eleitorais-desaparecem-entenda-o-agrupamento-dos-locais-de-votacao
147,Todos os equipamentos utilizados nas Eleições Gerais de 2022 passaram por auditoria; nenhuma fraude foi comprovada,11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/todos-os-equipamentos-utilizados-nas-eleicoes-gerais-de-2022-passaram-por-auditoria
148,"Ao contrário do que diz indígena, candidato à Presidência recebeu mais de 15 mil votos em Manicoré (AM)",11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/ao-contrario-do-que-diz-indigena-candidato-a-presidencia-recebeu-votos-em-manicore-am
149,É mentira que William Waack denunciou fraude nas urnas eletrônicas,11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-william-waack-denunciou-fraude-nas-urnas-eletronicas
150,É falso que urnas estão conectadas a sistemas Starlink e eleições foram uma farsa,11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-urnas-estao-conectadas-a-sistemas-starlink-e-eleicoes-foram-uma-farsa
151,É mentira que votos de seção eleitoral em Petrópolis (RJ) não teve votos contabilizados,11/9/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-votos-de-secao-eleitoral-em-petropolis-rj-nao-teve-votos-contabilizados
152,Mesário erra e usa carimbo de não-comparecimento por engano no Rio de Janeiro,11/9/2022,Verdadeira,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/mesario-erra-e-usa-carimbo-de-nao-comparecimento-por-engano-no-rio-de-janeiro
153,Logs das urnas eletrônicas são dados públicos e não revelam votos de eleitores,11/18/2022,Falsa,indefinido,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/logs-das-urnas-eletronicas-sao-dados-publicos-e-nao-revelam-votos-de-eleitores
154,"Urnas de SP estavam sendo transportadas para depósito do TSE, onde ficarão guardadas até descarte",11/21/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/urnas-de-sp-estavam-sendo-transportadas-para-deposito-do-tse-onde-ficarao-guardadas-ate-serem-descartadas
155,Vídeo não mostra atividade irregular no prédio do TRE de Mato Grosso durante final de semana,11/21/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/video-nao-mostra-atividade-irregular-no-predio-do-tre-de-mato-grosso-durante-final-de-semana
156,Peritos federais não comprovaram fraude nas Eleições 2022,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/peritos-federais-nao-comprovaram-fraude-nas-eleicoes-2022
157,Não é verdade que Bolsonaro não teve votos em São Gabriel da Cachoeira (AM),11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-e-verdade-que-bolsonaro-nao-teve-votos-em-sao-gabriel-da-cachoeira-am
158,"É falso que o Comando do Exército denunciou fraudes nas cidades de Barreiras e “Chiquita”, na Bahia",11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-o-comando-do-exercito-denunciou-fraudes-nas-cidades-de-barreiras-e-201cchiquita201d-na-bahia
159,É mentira que fraudes nas urnas do Nordeste foi comprovada e noticiada no exterior,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-mentira-que-fraudes-nas-urnas-do-nordeste-foi-comprovada-e-noticiada-no-exterior
160,"É falso que existam urnas com 1,5 mil eleitores, ao contrário do que alega deputado",11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-existam-urnas-com-1-5-mil-eleitores-ao-contrario-do-que-alega-deputado
161,Retotalização de eleição proporcional em SP não é a mesma coisa que recontagem de votos,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/posts-desinformam-ao-confundir-recontagem-com-retotalizacao-de-votos-em-eleicao-proporcional-em-sp
162,Títulos de eleitor que aparecem em vídeo são inválidos e não indicam que houve fraude nas eleições presidenciais no Ceará,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/titulos-de-eleitor-que-aparecem-em-video-sao-invalidos-e-nao-indicam-que-houve-fraude-nas-eleicoes-presidenciais-no-ceara
163,Não é verdade que juíza sueca afirmou ter havido fraude nas eleições brasileiras,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-e-verdade-que-juiza-sueca-afirmou-ter-havido-fraude-nas-eleicoes-brasileiras
164,Votos de São Pedro da Aldeia (RJ) foram contabilizados; local de votação de eleitora foi agregado à seção eleitoral 87,11/22/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/votos-de-sao-pedro-da-aldeia-rj-foram-contabilizados-local-de-votacao-de-eleitora-foi-agregado-a-secao-eleitoral-87
165,Candidato perdeu eleições porque recebeu menos votos e não devido à suposta quebra de código-fonte,11/24/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/candidato-perdeu-eleicoes-presidenciais-porque-recebeu-menos-votos-e-nao-devido-a-suposta-quebra-de-codigo-fonte
166,"Informe assinado por pesquisadores da USP, UFSCar e UFABC rebatem alegações infundadas sobre o sistema eleitoral",11/25/2022,,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/informe-assinado-por-pesquisadores-da-usp-ufscar-e-ufabc-rebatem-alegacoes-infundadas-sobre-o-sistema-eleitoral
167,É falso que candidato derrotado ganhou eleição presidencial com 51% dos votos,11/25/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/e-falso-que-candidato-derrotado-ganhou-eleicao-presidencial-com-51-dos-votos/#
168,Não é verdade que mesário pode votar em nome da eleitora ou eleitor,11/25/2022,Falsa,Jair Bolsonaro,Fato ou Boato (Justiça Eleitoral),https://www.justicaeleitoral.jus.br/fato-ou-boato/checagens/nao-e-verdade-que-mesario-pode-votar-em-nome-da-eleitora-ou-eleitor
